Feature ID	Taxon	Confidence
cb0f2aa638e4108237ed06a38a258fa6	d__Bacteria	0.836941905494447
e90659ae0d013e422509aed64ac383e5	d__Bacteria	0.8539876289374928
af86edbbe3e63eff64b308a6f78ec7cf	d__Bacteria	0.8555057418558443
91a58a04be0e19aa94cbd22a5fc0ae52	d__Bacteria	0.8483154362612101
47f8b86297b2187eba05738dbd794012	d__Bacteria	0.8594381191241292
8cee14323fef08e0a34aaf4db00d7b0b	d__Bacteria	0.8584887824170135
dcf048d0cc2b538e34e94cadd2e44506	d__Bacteria	0.8557568577085191
2f5d0b05a07d6b4b580d8bcc375a7b73	d__Bacteria	0.8331275261816524
7c1694346cfdc671eb0f1daa26564580	Unassigned	0.8310316538648673
04c52dcf856eb9063a142c27b26cfe4e	d__Bacteria	0.891958530327895
84c4e08c56beb0ae909411bd25e4ab61	Unassigned	0.30818843271945096
1286da6fea50cb21ccd624bba4927965	d__Bacteria	0.8367931190065537
a193330a4f348c6b3de8029841dae2ca	d__Bacteria	0.7033661612070181
1c574a21fac9361e363e9808beae7178	Unassigned	0.3359973404998723
5cd92d99dd20a458b7005ad337f6ea0a	d__Bacteria	0.8390721796088018
c0c704baeff11e839b6c59691a9123cc	d__Bacteria	0.8495365930520307
88d737df5b21777a2ec6c8a8c65017b3	d__Bacteria	0.7454288805131571
d42cba5d98a19d67ea23a8fe34d22fa1	d__Bacteria	0.7619235092220901
71f0d8cbb536dd2ee208b319fa27a38d	d__Bacteria	0.7992691859390026
7473c00b6e501a9f5731499712fa430a	d__Bacteria	0.7925044579171097
6d371a29d94df41e479e685191fcc374	d__Bacteria	0.7743899887338257
d46c149a4c35c256d163a09d8f6d583c	d__Bacteria	0.7943521448667064
4b719bc6a227b1376456859522a5321f	d__Bacteria	0.8325826046877638
42281986e72ba90cacbfe31c6023e97a	Unassigned	0.31815883964973424
7f0a027ac9600e3a1d1ba0be17890c65	Unassigned	0.6859343404725164
340e3597bdba5e86c56d9f98a29a2fec	Unassigned	0.35522348863799913
f006f795d72e55c5ddea5b0cfdc75f91	Unassigned	0.3608627766310549
f009f22ebb5e6b1bb8b3dab81628e25f	Unassigned	0.3286408976478
9b31f33c60acd45762e2906d9df8dd5b	Unassigned	0.35304102602168463
fa5c5d5343a43f8081b898a8fa4490e5	Unassigned	0.3322991983632647
305d09beee251456771f4275a7d2cdc8	d__Bacteria; p__Actinobacteriota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteriaceae; g__Rubrobacter	0.9999999986453281
b1ca45fa41adf455f96bdfab7f330c4b	d__Bacteria; p__Actinobacteriota; c__Rubrobacteria; o__Rubrobacterales; f__Rubrobacteriaceae; g__Rubrobacter	0.999999998839295
db7013a98f53f0a722bfd29b0c07161b	d__Bacteria	0.7321547578516211
edbc71de5639fe0f59684b4ecbf94c48	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Tannerellaceae; g__Tannerellaceae; s__uncultured_bacterium	0.8082541321523349
2c67c301756418696d371aa8512c27e1	Unassigned	0.6688744592190998
d17f0429fe8d933febcd4f0282fe75ab	d__Bacteria	0.7665526760563169
64bb9a42bfb2e8556a8c07eb5e2373a0	d__Bacteria	0.7230953197291304
9de3dd7d989b1eb96f94f0ff96e736c9	d__Bacteria	0.746865282717023
527c7dcc20c8ea0b31060465fb23355b	d__Bacteria; p__Spirochaetota; c__Brachyspirae; o__Brachyspirales; f__Brachyspiraceae; g__Brachyspira	0.9999999999999936
a4c6342c691d7b76d31ca3d5060b4ee5	d__Bacteria	0.7315665600652805
83b8af91225806e27b77ca6268182509	d__Bacteria	0.8785248306882404
a6ebfe4135dadda12e3768e99f7b95d4	d__Bacteria	0.7060831068438286
923d02d26ac28ee9a15f70edff9c4c5f	d__Bacteria	0.8938135635330107
43234e1257d114e085d5fdbfe0643f44	d__Bacteria	0.8650223130577318
1634d1c9315de6f49b43e9dfecc3a45e	d__Bacteria	0.9238888013611676
a3f5c1acbb99c96e9208f27a8d037cbb	d__Bacteria	0.8240651790036492
70f12a49896e05cce262dc89fb1b738b	d__Bacteria	0.82802950431953
